Station_Name_Korean,Station_Name_English,Station_Code,Managing_Organization,Major_Basin_Code,Subbasin_Code,Observation_Start_Date,River_Name,Basin_Area,River_Width,Bed_Slope,River_Main_Junction_Distance,Watershed_Distance,Address,X_Coordinate,Y_Coordinate,Start_Systematic_Observation,End_Systematic_Observation,Start_Old_Observation,End_Old_Observation,Number_of_Records,Data_Quality_or_Completeness,Geometry,Longitude,Latitude
평창군(송정교),Pyeongchanggun(Songjeonggyo),1001602,환경부,한강,100108,42368,오대천,isnull,isnull,isnull,isnull,isnull,강원도 평창군 진부면 하진부리 송정교,336935,459417,201512,202301,201512,202301,1311.0,,POINT (336935 459417),128.54905843526163,37.62692653636684
태백시(무사교),Taebaeksi(Musagyo),1001603,한국수자원공사,한강,100101,38473,isnull,isnull,isnull,isnull,isnull,isnull,강원도 태백시 상사미동,376803,425838,201508,202301,201508,202301,2635.0,,POINT (376803 425838),128.99239845056795,37.31776670173596
송천1교,Song Cheon 1 Kyo,1001605,한국수력원자력,한강,100105,41608,송천,123.45,isnull,isnull,3.7,isnull,강원도 평창군 대관령면 횡계리,350849,464532,201311,202301,201311,202301,340.0,,POINT (350849 464532),128.70766652531083,37.67081513131281
삼척시(번천교),Samcheoksi(Bunchungyo),1001607,한국수자원공사,한강,100101,39022,isnull,isnull,isnull,isnull,isnull,isnull,강원도 삼척시 하장면 번천리 천375,376860,431330,201508,202301,201508,202301,2635.0,,POINT (376860 431330),128.99434982769978,37.36720999903908
삼척시(광동교),Samcheoksi(Gwangdonggyo),1001613,한국수자원공사,한강,100102,41365,isnull,isnull,isnull,isnull,isnull,isnull,강원도 삼척시 하장면 광동리 천261,372665,430594,201508,202301,201508,202301,2635.0,,POINT (372665 430594),128.94684928277422,37.361371715702106
삼척시(갈밭교),Samcheoksi(Galbatgyo),1001615,한국수자원공사,한강,100102,38473,isnull,isnull,isnull,isnull,isnull,isnull,강원도 삼척시 하장면 갈전리 천679-1000,369534,431980,201508,202301,201508,202301,2635.0,,POINT (369534 431980),128.91184340281345,37.37442956125829
정선군(송계교),Jeongseongun(Songgyegyo),1001620,환경부,한강,100103,22828,임계천,157.39,160,160,2.99,17.4,강원도 정선군 임계면 봉산리 송계교,363534,445463,197208,202301,196211,202301,2964.0,,POINT (363534 445463),128.84712413084816,37.49692548207198
정선군(혈천교),Jeongseongun(Hyulcheongyo),1001622,환경부,한강,100102,40493,골지천,284.7,isnull,isnull,0.41,isnull,강원도 정선군 임계면 낙천리 혈천교,363401,442191,201012,202301,201012,202301,3320.0,,POINT (363401 442191),128.84489553296223,37.46748356821758
정선군(송천교),Jeongseongun(Songcheongyo),1001625,환경부,한강,100106,39281,송천,349.5,isnull,isnull,2.17,isnull,강원도 정선군 여량면 유천리 송천교,352004,444289,200705,202301,200705,202301,3182.0,,POINT (352004 444289),128.7165575111604,37.48832035942424
정선군(제1여량교),Jeongseongun(Jeilyeoryanggyo),1001626,환경부,한강,100107,42368,골지천,isnull,isnull,isnull,isnull,isnull,강원도 정선군 여량면 여량리 제1여량교,352963,442949,201512,202301,201512,202301,1876.0,,POINT (352963 442949),128.72711802071876,37.47609430631493
정선군(남평대교),Jeongseongun(Nampyeongdaegyo),1001629,환경부,한강,100107,42368,골지천,isnull,isnull,isnull,isnull,isnull,강원도 정선군 북평면 남평리 남평대교,346297,439005,201512,202301,201512,202301,2030.0,,POINT (346297 439005),128.65100750131938,37.44165166049016
정선군(나전교),Jeongseongun(Najeongyo),1001630,환경부,한강,100109,39281,오대천,452.6,isnull,isnull,0.27,isnull,강원도 정선군 북평면 북평리 나전교,346002,438969,200705,202301,200705,202301,3117.0,,POINT (346002 438969),128.64766824446903,37.44137397824503
정선군(와평교),Jeongseongun(Wahpyeonggyo),1001645,환경부,한강,100111,42002,어천,isnull,isnull,isnull,2.63,isnull,강원도 정선군 정선읍 신월리 와평교,349194,430975,201412,202301,201412,202301,2718.0,,POINT (349194 430975),128.68211064679338,37.36886951278289
정선군(애산교),Jeongseongun(Yaesangyo),1001649,환경부,한강,100111,39425,어천,229.76,isnull,isnull,0.2,isnull,강원도 정선군 정선읍 애산리 애산교,347999,431756,200802,202301,200802,202301,1947.0,,POINT (347999 431756),128.66878184089944,37.37609467974325
정선군(정선제1교),Jeongseongun(Jeongseonje1gyo),1001655,환경부,한강,100112,6576,한강,1688.41,340,270,380.6,108.6,강원도 정선군 정선읍 봉양리 정선제1교,346783,432290,197007,202301,196801,202301,3163.0,,POINT (346783 432290),128.65516448172937,37.38109713819253
정선군(광하교),Jeongseongun(Gwanghagyo),1001658,환경부,한강,100112,41639,한강,1784.36,isnull,isnull,8.78,isnull,강원도 정선군 정선읍 광하리 광하교,343404,431275,201312,202301,201312,202301,1411.0,,POINT (343404 431275),128.6168312379873,37.37248361310122
정선군(낙동교),Jeongseongun(Nakdonggyo),1001660,환경부,한강,100114,40113,지장천,186.97,isnull,isnull,14.43,isnull,강원도 정선군 남면 낙동리 낙동교,350125,425749,200910,202301,200910,202301,3641.0,,POINT (350125 425749),128.69155903980928,37.32165264357453
영월군(거운교),Yeongwolgun(Geoungyo),1001670,환경부,한강,100117,22981,한강,2270.73,220,700,317.37,167.4,강원도 영월군 영월읍 거운리 거운교,334195,416134,197208,202301,196211,202301,3348.0,,POINT (334195 416134),128.51016967287973,37.23748305071469
영월군(삼옥교),Yeongwolgun(Samokgyo),1001683,한국수자원공사,한강,100117,39535,한강,2447.9,isnull,isnull,323,isnull,강원도  영월군 영월읍 삼옥리 삼옥교,334071,413079,201507,202301,201507,202301,2657.0,,POINT (334071 413079),128.50822410090595,37.20998363969813
영월군(영월대교),Yeongwolgun(Yeongwoldaegyo),1001690,환경부,한강,100117,6362,한강,2440.36,260,2660,306.5,186.5,강원도 영월군 영월읍 덕포리 영월대교,331007,410224,191709,202301,191706,202301,3488.0,,POINT (331007 410224),128.47321804330002,37.184702119893856
평창군(이목정교),Pyeongchanggun(Imokjeonggyo),1002605,환경부,한강,100201,30042,속사천,56.33,isnull,isnull,10.36,0,강원도 평창군 용평면 이목정리 이목정교,329950,458996,198306,202301,198201,202301,3034.0,,POINT (329950 458996),128.46988411767487,37.62414767267855
평창군(장평교),Pyeongchanggun(Jangpyeonggyo),1002610,환경부,한강,100201,30042,속사천,104.76,isnull,isnull,4.51,0,강원도 평창군 용평면 장평리 장평교,324785,455031,198306,202301,198201,202301,2969.0,,POINT (324785 455031),128.41071968793827,37.58914946966949
평창군(백옥포교),Pyeongchanggun(Baekokpogyo),1002615,환경부,한강,100201,30042,흥정천,143.93,isnull,isnull,1.27,0,강원도 평창군 용평면 백옥포리 386-3,324298,454777,198306,202301,198101,202301,2986.0,,POINT (324298 454777),128.40516431738342,37.58692748296291
평창군(선애교),Pyeongchanggun(Sunaegyo),1002625,환경부,한강,100202,30042,평창강,392.93,isnull,isnull,101.5,0,강원도 평창군 대화면 상안미리 선애교,324726,442602,198306,202301,198201,202301,3119.0,,POINT (324726 442602),128.40794343495057,37.4772069289187
평창군(사초교),Pyeongchanggun(Sachogyo),1002635,환경부,한강,100203,30042,대화천,86.05,isnull,isnull,0.85,0,강원도 평창군 대화면 하안미리 사초교,327387,440514,198306,202301,198201,202301,1785.0,,POINT (327387 440514),128.4376572255589,37.45803732579076
평창군(상방림교),Pyeongchanggun(Sangbangrimgyo),1002640,환경부,한강,100205,30042,평창강,527.12,isnull,isnull,92.39,0,강원도 평창군 방림면 방림리 상방림교,325436,437832,198306,202301,198201,202301,3547.0,,POINT (325436 437832),128.41515717242154,37.43414612667955
평창군(평창교),Pyeongchanggun(Pyeongchanggyo),1002650,환경부,한강,100206,21186,평창강,695.67,260,isnull,70.4,75.1,강원도 평창군 평창읍 중리 평창교,324558,430757,195809,202301,195801,202301,3557.0,,POINT (324558 430757),128.4040488389249,37.37053707157229
영월군(판운교),Yeongwolgun(Panungyo),1002655,한국수자원공사,한강,100206,33791,평창강,806.8,isnull,isnull,47.2,0,강원도 영월군 주천면 판운리,319158,422784,198706,202301,198706,202301,3579.0,,POINT (319158 422784),128.3418237513803,37.29942679326445
횡성군(안흥교),Hoengseonggun(Anheunggyo),1002675,환경부,한강,100208,39013,주천강,186.97,isnull,isnull,52.18,isnull,강원도 횡성군 안흥면 안흥리 안흥교,302253,435388,200612,202301,200612,202301,3401.0,,POINT (302253 435388),128.15293652673054,37.41497846804026
영월군(두학교),Yeongwolgun(Duhackgyo),1002680,환경부,한강,100209,41639,주천강,isnull,isnull,isnull,5.1,isnull,강원도 영월군 수주면 두산리 두학교,305735,422573,201312,202301,201312,202301,1400.0,,POINT (305735 422573),128.19043426287448,37.299147188508215
영월군(주천교),Yeongwolgun(Jucheongyo),1002685,환경부,한강,100210,22828,주천강,533.23,140,660,14.34,72,강원도 영월군 주천면 신일리 주천교,312280,419451,196507,202301,196211,202301,3313.0,,POINT (312280 419451),128.2637652664425,37.27025759757591
영월군(신천교),Yeongwolgun(Sincheongyo),1002687,환경부,한강,100210,39281,주천강,599.4,isnull,isnull,1.22,isnull,강원도 영월군 한반도면 신천리 신천교,318179,415338,200705,202301,200705,202301,3414.0,,POINT (318179 415338),128.32960371637512,37.232478671856136
영월군(북쌍리),Yeongwolgun(Bukssangri),1002695,한국수자원공사,한강,100213,31289,평창강,1615.8,isnull,isnull,13.5,0,강원도 영월군 남면 연당리,325116,411492,197507,202301,198601,202301,3579.0,,POINT (325116 411492),128.4071082482077,37.19693089358613
영월군(팔괴교),Yeongwolgun(Palgoegyo),1002698,환경부,한강,100213,39281,평창강,1764.08,isnull,isnull,0.62,isnull,강원도 영월군 영월읍 하송리 팔괴교,329248,409087,200703,202301,200703,202301,3326.0,,POINT (329248 409087),128.4532187603979,37.17470535009293
영월군(충혼교),Yeongwolgun(chunghongyo),1003605,환경부,한강,100303,42681,옥동천,229.6,isnull,isnull,20.22,isnull,강원도 영월군 중동면 녹전리 충혼교,349341,406119,201611,202301,201611,202301,1035.0,,POINT (349341 406119),128.67878899801892,37.14498108858267
영월군(옥동교),Yeongwolgun(Okdonggyo),1003620,환경부,한강,100305,36586,옥동천,482.56,isnull,isnull,4.18,0,강원도 영월군 김삿갓면 옥동리 옥동교,339011,403722,200207,202301,200207,202301,3422.0,,POINT (339011 403722),128.56211763174588,37.124981731013634
단양군(오사리),Danyanggun(Osari),1003630,한국수자원공사,한강,100306,31289,한강,4690,isnull,isnull,296.2,0,충청북도 단양군 영춘면 오사리,334312,401025,198407,202301,198601,202209,3652.0,ㅇ,POINT (334312 401025),128.50877677708343,37.10137409095384
단양군(가대교),Danyanggun(gadaegyo),1003636,환경부,한강,100307,42681,isnull,4971.62,isnull,isnull,277.15,isnull,충청북도 단양군 가곡면 가대리 가대교,325048,394407,201611,202301,201611,202301,1142.0,,POINT (325048 394407),128.40349547675413,37.04304083051906
단양군(덕천교),Danyanggun(Dukcheongyo),1003642,환경부,한강,100310,40493,한강,5131.09,isnull,isnull,271.45,isnull,충청북도 단양군 가곡면 덕천리 덕천교,323646,390532,201012,202301,201012,202301,1740.0,,POINT (323646 390532),128.3871051045981,37.00832010818949
상진교,isnull,1003644,한국수자원공사,한강,100310,39417,isnull,isnull,isnull,isnull,isnull,isnull,충청북도 단양군 단양읍 상진리 산22-23 도,319981,387396,201508,202301,201508,202209,2519.0,,POINT (319981 387396),128.34543986446496,36.9805446903829
단양군(단양1교),Danyanggun(danyang1gyo),1003645,환경부,한강,100309,42681,죽령천,129.76,isnull,isnull,3.2,isnull,충청북도 단양군 단성면 북하리 단양1교,318990,382201,200910,202301,201611,202301,1376.0,,POINT (318990 382201),128.333495290221,36.93387193781538
우화교,isnull,1003646,한국수자원공사,한강,100311,39417,isnull,isnull,isnull,isnull,isnull,isnull,충청북도 단양군 단성면 상방리 71-7 전,317704,382122,201508,202301,201508,202209,2519.0,,POINT (317704 382122),128.31905193489828,36.93332159557399
제천시(물태리),Jecheonsi(Multaeri),1003655,한국수자원공사,한강,100319,33773,한강,887.8,isnull,isnull,239.2,0,충청북도 제천시 청풍면 물태리,303783,388970,198706,202301,198706,202301,3329.0,,POINT (303783 388970),128.1637692322902,36.99664897229162
제천시(강저3교),jecheonsi(gangjeo3gyo),1003657,환경부,한강,100314,44652,장평천,isnull,isnull,isnull,9.5,isnull,충청북도 제천시 강제동 721번지,306965,403286,202204,202301,202203,202301,641.0,,POINT (306965 403286),128.20154240571372,37.125260978765496
제천시(부수동교),Jecheonsi(Busudonggyo),1003658,환경부,한강,100316,42681,원서천,99.21,isnull,isnull,10.81,isnull,충청북도 제천시 백운면 방학리 부수동교,289629,405982,201611,202301,201611,202301,1147.0,,POINT (289629 405982),128.00681878479867,37.15136838509788
제천시(팔송교),Jecheonsi(Palsonggyo),1003660,환경부,한강,100313,42002,제천천,isnull,isnull,isnull,46.45,isnull,충청북도 제천시 봉양읍 팔송리 팔송교,299478,405939,201412,202301,201412,202301,2282.0,,POINT (299478 405939),128.1176609295325,37.14998621617761
제천시(구곡교),Jecheongun(Gugokgyo),1003661,환경부,한강,100315,42368,제천천,isnull,isnull,isnull,isnull,isnull,충청북도 제천시 봉양읍 구곡리 구곡교,298314,402040,201512,202301,201512,202301,915.0,,POINT (298314 402040),128.10404967501535,37.1149835920798
명서교,isnull,1003662,한국수자원공사,한강,100319,38534,isnull,isnull,isnull,isnull,isnull,isnull,충청북도 충주시 산척면 명서리 484-3,291824,397034,201508,202301,201508,202301,2635.0,,POINT (291824 397034),128.03042907835538,37.07054204388396
충주본댐우안,ChungJuBonDamRight,1003664,한국수자원공사,한강,100319,31289,한강,6648,isnull,isnull,209.2,isnull,충청북도 충주시 동량면 조동리 산 180-4,288687,389878,200802,202301,200802,202301,2657.0,,POINT (288687 389878),127.9943173969969,37.006372829367166
청주시(옥화1교),Cheongjusi(Okhwa1gyo),1004620,환경부,한강,100403,42002,달천,isnull,isnull,isnull,85,isnull,충청북도 청주시 상당구 미원면 옥화리 옥화1교,262770,346548,201412,202301,201412,202301,961.0,,POINT (262770 346548),127.69959073929324,36.61803930184518
고성교,Ko Sung Kyo,1004630,한국수력원자력,한강,100403,41608,달천,682.41,isnull,isnull,25.86,isnull,충청북도 괴산군 청천면 고성리,268242,352231,201311,202301,201311,202301,340.0,,POINT (268242 352231),127.76126027280668,36.66887046904571
후영교,isnull,1004635,한국수력원자력,한강,100406,39965,isnull,isnull,isnull,isnull,isnull,isnull,충청북도 괴산군 청천면 후영리 후영교,272778,356184,201009,202301,201009,202301,672.0,,POINT (272778 356184),127.81237058819072,36.70415258730458
괴산군(수전교),Goesangun(sujungyo),1004645,환경부,한강,100409,35796,달천,671,isnull,isnull,225.9,0,충청북도 괴산군 칠성면 외사리 수전교,275221,363511,199906,202301,199801,202301,1774.0,,POINT (275221 363511),127.84042832393595,36.76998020898003
괴산군(비도교),Goesangun(Bidogyo),1004646,환경부,한강,100407,40891,쌍천,166.39,isnull,isnull,3.15,isnull,충청북도 괴산군 칠성면 비도리 비도교,278372,366068,201112,202301,201112,202301,3271.0,,POINT (278372 366068),127.87598042342884,36.79276392679658
괴산군(제2괴산교),goesangun(je2goesangyo),1004661,환경부,한강,100408,44652,동진천,isnull,isnull,isnull,2.4,isnull,충청북도 괴산군 괴산읍 동부리 751-1번지,271313,368133,202204,202301,202203,202301,4.0,,POINT (271313 368133),127.79709224721265,36.81192698784636
괴산군(추산교),Goesangun(Chusangyo),1004670,환경부,한강,100410,41639,음성천,127.66,isnull,isnull,5.5,isnull,충청북도 괴산군 불정면 추산리 추산교,272572,377516,201312,202301,201312,202301,1465.0,,POINT (272572 377516),127.81209564453933,36.89637291033529
충주시(문강교),Chungjusi(Munganggyo),1004680,환경부,한강,100412,42002,석문동천,isnull,isnull,isnull,3.1,isnull,충청북도 충주시 살미면 문강리 문강교,284340,376977,201412,202301,201412,202301,1090.0,,POINT (284340 376977),127.94404676222754,36.8905395642816
